shipment_id,lane_id,carrier_id,shipment_mode,pickup_date,promised_delivery_date,delivery_date,weight_lbs,freight_cost,shipment_status,delay_reason
41640,14,2,Air,2025-06-09,2025-06-14,2025-06-14,1308.1,7218.11,Delivered,
41641,6,8,LTL,2025-01-04,2025-01-05,2025-01-05,4818.7,1283.86,Delivered,
41642,3,8,FTL,2024-12-21,2024-12-25,2024-12-25,19826.4,2798.72,Delivered,
41643,13,2,Air,2024-09-21,2024-09-25,2024-09-23,1546.1,5084.33,Delivered,
41644,2,5,Parcel,2025-01-24,2025-01-25,2025-01-24,62.9,100.12,Delivered,
41645,1,7,LTL,2025-04-16,2025-04-17,2025-04-16,397.7,997.98,Delivered,
41646,1,1,FTL,2025-10-06,2025-10-07,2025-10-06,40760.2,1446.52,Delivered,
41647,3,8,Parcel,2024-12-22,2024-12-26,2024-12-24,30.1,106.11,Delivered,
41648,4,5,Parcel,2026-03-31,2026-04-01,2026-03-31,64.5,81.27,Delivered,
41649,6,8,Parcel,2024-10-29,2024-10-30,2024-11-01,66.2,92.26,Delivered,Weather
41650,16,2,Air,2025-02-21,2025-02-27,2025-02-25,1536.5,765.91,Delivered,
41651,8,5,LTL,2025-09-05,2025-09-12,2025-09-12,3841.5,827.6,Delivered,
41652,9,5,LTL,2025-02-05,2025-02-08,2025-02-07,3518.4,924.0,Delivered,
41653,2,1,Parcel,2025-12-31,2026-01-01,2025-12-31,74.0,93.99,Delivered,
41654,3,5,LTL,2025-07-07,2025-07-11,2025-07-10,2308.7,1608.3,Delivered,
41655,1,5,LTL,2025-07-22,2025-07-23,2025-07-27,2218.5,439.68,Delivered,Capacity Constraint
41656,9,4,LTL,2025-07-08,2025-07-11,2025-07-11,1799.9,1620.15,Delivered,
41657,9,1,LTL,2025-02-01,2025-02-04,2025-02-02,889.4,1728.18,Delivered,
41658,16,3,Air,2024-07-25,2024-07-31,2024-07-31,1331.7,2679.12,Delivered,
41659,8,1,LTL,2026-05-22,2026-05-29,2026-05-27,4812.4,1172.82,Delivered,
41660,7,8,LTL,2025-07-14,2025-07-15,2025-07-14,3052.0,542.64,Delivered,
41661,6,5,Parcel,2026-06-10,2026-06-11,2026-06-10,13.5,141.14,Delivered,
41662,3,4,LTL,2024-12-01,2024-12-05,2024-12-03,1505.4,907.36,Delivered,
41663,9,4,LTL,2025-03-18,2025-03-21,2025-03-20,3074.7,1825.81,Delivered,
41664,3,6,LTL,2024-08-09,2024-08-13,2024-08-12,3712.0,562.75,Delivered,
41665,4,8,LTL,2025-07-04,2025-07-05,2025-07-05,2054.7,835.84,Delivered,
41666,2,5,LTL,2026-04-15,2026-04-16,2026-04-16,3275.7,493.02,Delivered,
41667,1,1,LTL,2025-10-27,2025-10-28,2025-10-28,1427.3,983.42,Delivered,
41668,5,4,LTL,2025-06-13,2025-06-14,2025-06-13,4894.4,825.8,Delivered,
41669,8,4,FTL,2025-07-30,2025-08-06,2025-08-05,20428.3,1860.55,Delivered,
41670,2,6,LTL,2026-03-13,2026-03-14,2026-03-13,3505.7,1435.73,Delivered,
41671,3,4,LTL,2025-05-10,2025-05-14,2025-05-14,3583.4,1207.7,Delivered,
41672,5,5,LTL,2026-04-15,2026-04-16,2026-04-16,982.6,1200.95,Delivered,
41673,6,5,Parcel,2025-12-09,2025-12-10,2025-12-10,45.6,131.51,Delivered,
41674,2,5,LTL,2026-01-01,2026-01-02,2026-01-01,3067.5,1703.31,Delivered,
41675,12,2,Air,2025-03-31,2025-04-04,2025-04-03,1040.6,757.21,Delivered,
41676,1,6,FTL,2025-04-24,2025-04-25,2025-04-24,25288.3,3133.5,Delivered,
41677,9,5,LTL,2025-08-29,2025-09-01,2025-08-30,4002.2,800.97,Delivered,
41678,8,6,LTL,2024-11-18,2024-11-25,2024-11-23,1452.3,1623.63,Delivered,
41679,3,5,LTL,2025-08-13,2025-08-17,,4082.0,382.98,Cancelled,
41680,7,7,Parcel,2024-09-01,2024-09-02,2024-09-01,32.3,93.29,Delivered,
41681,5,5,FTL,2025-07-13,2025-07-14,2025-07-13,24892.5,3159.19,Delivered,
41682,13,3,Air,2026-01-01,2026-01-05,2026-01-05,1323.8,3728.63,Delivered,
41683,12,3,Air,2025-01-17,2025-01-21,2025-01-20,97.5,1835.86,Delivered,
41684,9,7,LTL,2026-06-29,2026-07-02,2026-07-02,689.8,1038.04,Delivered,
41685,2,8,FTL,2025-11-09,2025-11-10,2025-11-11,23937.0,2653.19,Delivered,Mechanical Issue
41686,8,5,LTL,2024-10-09,2024-10-16,2024-10-14,3506.8,1615.55,Delivered,
41687,10,3,Air,2026-06-17,2026-06-21,2026-06-29,530.7,5894.28,Delivered,Customer Delay
41688,7,5,LTL,2025-04-21,2025-04-22,2025-04-21,4642.1,1026.55,Delivered,
41689,7,8,LTL,2026-01-26,2026-01-27,2026-01-30,4650.7,820.7,Delivered,Capacity Constraint
41690,11,2,Air,2025-03-05,2025-03-11,2025-03-10,387.9,6663.66,Delivered,
41691,8,8,FTL,2026-05-17,2026-05-24,2026-05-27,22941.3,1551.35,Delivered,Customer Delay
41692,13,2,Air,2025-12-26,2025-12-30,2025-12-30,465.9,8702.42,Delivered,
41693,6,1,LTL,2024-11-21,2024-11-22,2024-11-22,4611.1,760.06,Delivered,
41694,4,6,LTL,2025-07-18,2025-07-19,2025-07-19,1991.3,437.31,Delivered,
41695,15,2,Air,2025-07-09,2025-07-16,2025-07-14,732.9,8470.65,Delivered,
41696,8,4,LTL,2024-08-04,2024-08-11,2024-08-11,3931.0,796.32,Delivered,
41697,9,7,Parcel,2024-10-22,2024-10-25,2024-10-24,71.3,80.29,Delivered,
41698,9,4,LTL,2025-02-27,2025-03-02,2025-02-28,1248.4,1488.66,Delivered,
41699,16,3,Air,2025-06-15,2025-06-21,2025-06-21,427.4,7194.06,Delivered,
41700,7,8,LTL,2025-06-01,2025-06-02,2025-06-01,629.1,1929.48,Delivered,
41701,1,6,FTL,2025-09-29,2025-09-30,2025-09-29,10302.2,1839.24,Delivered,
41702,15,3,Air,2025-07-22,2025-07-29,2025-08-04,1943.9,8374.78,Delivered,Customs Hold
41703,6,1,Parcel,2025-02-22,2025-02-23,2025-02-22,29.9,25.54,Delivered,
41704,3,8,FTL,2025-10-05,2025-10-09,2025-10-11,41596.9,1370.74,Delivered,Mechanical Issue
41705,2,4,FTL,2024-10-30,2024-10-31,2024-10-30,41622.7,4133.99,Delivered,
41706,6,1,Parcel,2026-07-01,2026-07-02,2026-07-02,58.7,110.55,Delivered,
41707,6,6,LTL,2025-12-16,2025-12-17,2025-12-16,338.1,1332.74,Delivered,
41708,1,4,Parcel,2025-01-28,2025-01-29,2025-01-29,13.5,98.04,Delivered,
41709,3,8,FTL,2025-03-03,2025-03-07,2025-03-06,27388.0,3749.0,Delivered,
41710,9,7,LTL,2026-02-23,2026-02-26,2026-02-24,2456.7,896.33,Delivered,
41711,1,4,LTL,2025-07-28,2025-07-29,2025-08-03,4140.5,1236.36,Delivered,Driver Shortage
41712,4,1,LTL,2025-11-27,2025-11-28,2025-11-28,306.0,1923.06,Delivered,
41713,14,2,Air,2025-01-28,2025-02-02,2025-01-31,915.2,5814.82,Delivered,
41714,8,6,LTL,2026-02-09,2026-02-16,2026-02-14,3493.2,874.74,Delivered,
41715,9,5,LTL,2025-04-02,2025-04-05,2025-04-04,1659.2,1709.04,Delivered,
41716,5,5,FTL,2025-11-04,2025-11-05,2025-11-05,12349.8,1787.34,Delivered,
41717,4,8,LTL,2026-06-21,2026-06-22,2026-06-21,1715.2,1945.0,Delivered,
41718,13,3,Air,2025-09-10,2025-09-14,2025-09-12,1818.0,1743.01,Delivered,
41719,3,5,FTL,2026-01-27,2026-01-31,2026-01-29,14840.5,3094.18,Delivered,
41720,9,6,LTL,2025-12-08,2025-12-11,2025-12-09,4851.1,1050.75,Delivered,
41721,5,7,FTL,2025-11-14,2025-11-15,2025-11-14,37406.2,3498.36,Delivered,
41722,5,7,LTL,2024-07-26,2024-07-27,2024-07-29,3819.3,392.82,Delivered,Warehouse Delay
41723,16,3,Air,2025-06-16,2025-06-22,2025-06-21,1901.8,4784.03,Delivered,
41724,6,5,LTL,2026-06-10,2026-06-11,2026-06-11,2495.4,423.21,Delivered,
41725,5,5,LTL,2026-01-21,2026-01-22,2026-01-26,3432.5,1186.61,Delivered,Other
41726,7,5,LTL,2026-01-14,2026-01-15,2026-01-15,1640.4,1120.2,Delivered,
41727,9,6,LTL,2025-09-05,2025-09-08,2025-09-06,3985.2,603.34,Delivered,
41728,2,1,FTL,2025-12-05,2025-12-06,2025-12-10,34297.5,4303.56,Delivered,Capacity Constraint
41729,15,3,Air,2025-09-10,2025-09-17,2025-09-17,1563.8,1501.38,Delivered,
41730,16,2,Air,2024-11-02,2024-11-08,2024-11-06,1712.6,541.31,Delivered,
41731,6,7,LTL,2025-10-17,2025-10-18,2025-10-17,3038.1,924.6,Delivered,
41732,9,6,LTL,2025-10-10,2025-10-13,2025-10-12,3006.6,1633.62,Delivered,
41733,13,2,Air,2026-03-08,2026-03-12,2026-03-12,844.2,5648.87,Delivered,
41734,13,3,Air,2024-10-25,2024-10-29,2024-10-28,192.7,8236.83,Delivered,
41735,8,4,LTL,2025-11-09,2025-11-16,2025-11-14,1785.1,1544.87,Delivered,
41736,7,6,Parcel,2024-07-28,2024-07-29,2024-07-29,61.2,127.05,Delivered,
41737,5,1,LTL,2026-05-25,2026-05-26,2026-05-26,4708.5,468.83,Delivered,
41738,16,3,Air,2024-10-02,2024-10-08,2024-10-07,1479.8,1174.43,Delivered,
41739,12,3,Air,2024-07-23,2024-07-27,2024-07-26,434.1,5258.46,Delivered,
41740,3,8,LTL,2025-02-06,2025-02-10,2025-02-09,1135.7,434.87,Delivered,
41741,9,1,FTL,2024-10-26,2024-10-29,2024-10-27,16668.9,2436.37,Delivered,
41742,2,7,FTL,2025-11-15,2025-11-16,2025-11-16,18458.6,2104.38,Delivered,
41743,7,5,LTL,2025-04-27,2025-04-28,2025-04-27,3736.6,1155.29,Delivered,
41744,8,4,LTL,2026-01-13,2026-01-20,2026-01-18,1014.9,648.42,Delivered,
41745,13,2,Air,2026-05-01,2026-05-05,2026-05-05,289.2,5287.09,Delivered,
41746,3,4,FTL,2026-04-06,2026-04-10,2026-04-09,8228.5,3570.64,Delivered,
41747,5,6,LTL,2025-12-14,2025-12-15,2025-12-14,4192.7,1433.48,Delivered,
41748,5,5,LTL,2024-08-21,2024-08-22,2024-08-21,2853.3,1724.3,Delivered,
41749,8,8,LTL,2024-10-22,2024-10-29,2024-11-02,2340.8,981.14,Delivered,Customer Delay
41750,14,3,Air,2024-11-26,2024-12-01,2024-11-30,1453.2,3771.37,Delivered,
41751,1,5,LTL,2025-02-19,2025-02-20,2025-02-19,2625.6,1553.57,Delivered,
41752,4,5,Parcel,2025-10-30,2025-10-31,2025-10-30,9.9,70.47,Delivered,
41753,6,7,LTL,2025-07-26,2025-07-27,2025-07-28,2566.3,544.11,Delivered,Weather
41754,5,8,FTL,2025-02-06,2025-02-07,2025-02-06,20301.7,1333.95,Delivered,
41755,9,4,FTL,2024-11-03,2024-11-06,2024-11-05,22681.0,3462.38,Delivered,
41756,2,6,Parcel,2026-04-28,2026-04-29,2026-04-29,35.2,98.02,Delivered,
41757,3,1,LTL,2025-03-08,2025-03-12,2025-03-12,2833.9,622.86,Delivered,
41758,10,2,Air,2025-03-20,2025-03-24,2025-03-24,261.6,1452.33,Delivered,
41759,5,5,LTL,2026-01-09,2026-01-10,2026-01-09,1786.1,1189.22,Delivered,
41760,4,7,LTL,2025-12-05,2025-12-06,2025-12-05,1882.1,770.02,Delivered,
41761,4,8,Parcel,2025-10-24,2025-10-25,2025-10-25,19.8,34.11,Delivered,
41762,8,6,FTL,2025-11-17,2025-11-24,2025-11-23,11025.7,1997.07,Delivered,
41763,13,3,Air,2025-10-02,2025-10-06,2025-10-04,1948.1,2603.26,Delivered,
41764,8,7,LTL,2024-11-16,2024-11-23,2024-11-21,4454.8,1213.24,Delivered,
41765,6,4,LTL,2024-12-21,2024-12-22,2024-12-22,3492.0,1836.73,Delivered,
41766,9,8,LTL,2025-08-17,2025-08-20,2025-08-19,1502.8,1021.77,Delivered,
41767,8,4,LTL,2024-12-07,2024-12-14,2024-12-13,2118.3,1805.05,Delivered,
41768,6,5,FTL,2026-06-15,2026-06-16,2026-06-16,24498.4,3146.52,Delivered,
41769,2,1,LTL,2025-01-27,2025-01-28,2025-01-28,4943.2,1688.47,Delivered,
41770,8,7,LTL,2025-01-23,2025-01-30,2025-01-28,3671.4,1449.37,Delivered,
41771,15,3,Air,2024-11-26,2024-12-03,2024-12-02,359.7,8278.41,Delivered,
41772,8,7,LTL,2025-11-25,2025-12-02,2025-12-01,1551.6,898.13,Delivered,
41773,10,3,Air,2025-02-10,2025-02-14,2025-02-13,863.3,2054.41,Delivered,
41774,5,8,FTL,2025-03-14,2025-03-15,2025-03-14,28455.3,4451.86,Delivered,
41775,3,4,LTL,2026-05-12,2026-05-16,2026-05-16,1784.4,1445.11,Delivered,
41776,1,6,LTL,2026-01-26,2026-01-27,2026-01-26,4735.9,1312.01,Delivered,
41777,13,2,Air,2025-01-10,2025-01-14,2025-01-13,325.2,2906.2,Delivered,
41778,1,5,LTL,2024-10-11,2024-10-12,2024-10-12,3859.8,1567.57,Delivered,
41779,6,7,FTL,2025-11-06,2025-11-07,2025-11-06,37987.0,3206.73,Delivered,
41780,1,4,LTL,2025-04-12,2025-04-13,2025-04-13,4559.7,320.44,Delivered,
41781,3,5,FTL,2026-06-21,2026-06-25,2026-06-25,16211.9,4264.43,Delivered,
41782,6,5,LTL,2026-02-12,2026-02-13,2026-02-13,2344.0,410.28,Delivered,
41783,4,5,LTL,2026-05-30,2026-05-31,2026-05-31,757.0,1095.86,Delivered,
41784,4,8,LTL,2026-01-30,2026-01-31,2026-01-30,1281.5,1612.23,Delivered,
41785,2,8,LTL,2025-01-24,2025-01-25,2025-01-25,909.5,417.26,Delivered,
41786,12,2,Air,2025-01-23,2025-01-27,2025-01-25,1291.3,5339.85,Delivered,
41787,6,7,FTL,2025-12-01,2025-12-02,2025-12-02,19239.1,1797.09,Delivered,
41788,3,7,LTL,2025-03-12,2025-03-16,2025-03-16,875.1,1770.28,Delivered,
41789,8,1,LTL,2025-05-19,2025-05-26,2025-05-25,2347.6,1319.07,Delivered,
41790,6,1,Parcel,2024-12-27,2024-12-28,2024-12-28,61.1,35.53,Delivered,
41791,16,2,Air,2025-06-20,2025-06-26,2025-06-25,1674.8,6502.68,Delivered,
41792,7,1,LTL,2024-11-23,2024-11-24,2024-11-23,1561.5,727.43,Delivered,
41793,3,5,LTL,2025-07-31,2025-08-04,2025-08-04,1011.7,1622.83,Delivered,
41794,3,4,FTL,2026-05-12,2026-05-16,2026-05-16,41339.7,3534.89,Delivered,
41795,2,6,LTL,2025-11-19,2025-11-20,2025-11-19,2626.1,842.54,Delivered,
41796,14,3,Air,2024-10-22,2024-10-27,2024-10-25,1353.9,1404.6,Delivered,
41797,9,4,LTL,2025-10-07,2025-10-10,2025-10-08,457.1,373.76,Delivered,
41798,16,3,Air,2025-09-12,2025-09-18,2025-09-17,1053.2,7813.97,Delivered,
41799,12,3,Air,2024-12-18,2024-12-22,2024-12-20,834.9,5188.0,Delivered,
41800,4,6,FTL,2025-11-02,2025-11-03,2025-11-03,16205.2,2104.92,Delivered,
41801,8,6,LTL,2025-07-28,2025-08-04,2025-08-05,3997.5,1593.22,Delivered,Mechanical Issue
41802,4,8,LTL,2025-10-22,2025-10-23,2025-10-23,1203.3,505.85,Delivered,
41803,10,3,Air,2024-08-11,2024-08-15,2024-08-13,261.0,6697.25,Delivered,
41804,5,8,FTL,2025-04-28,2025-04-29,2025-04-29,20271.6,3113.72,Delivered,
41805,9,8,Parcel,2025-12-03,2025-12-06,2025-12-06,69.3,53.58,Delivered,
41806,3,6,FTL,2024-09-24,2024-09-28,2024-09-28,25538.5,3303.51,Delivered,
41807,15,2,Air,2026-01-08,2026-01-15,2026-01-13,685.8,6725.0,Delivered,
41808,8,8,LTL,2024-07-13,2024-07-20,2024-07-20,3295.6,690.75,Delivered,
41809,4,6,LTL,2025-08-10,2025-08-11,2025-08-11,522.7,1352.01,Delivered,
41810,9,4,LTL,2026-05-08,2026-05-11,2026-05-09,2907.9,507.16,Delivered,
41811,9,5,Parcel,2025-04-26,2025-04-29,2025-04-29,52.0,100.76,Delivered,
41812,1,8,FTL,2026-05-14,2026-05-15,2026-05-15,39799.7,3073.63,Delivered,
41813,6,6,FTL,2026-04-11,2026-04-12,2026-04-11,30698.9,3872.96,Delivered,
41814,6,4,FTL,2025-06-19,2025-06-20,2025-06-20,30313.2,3680.03,Delivered,
41815,1,6,LTL,2024-11-21,2024-11-22,2024-11-21,1725.8,978.71,Delivered,
41816,8,4,LTL,2026-06-07,2026-06-14,2026-06-13,3500.3,308.29,Delivered,
41817,6,8,FTL,2025-02-14,2025-02-15,2025-02-14,38784.3,1254.12,Delivered,
41818,9,6,LTL,2025-10-24,2025-10-27,2025-10-27,2514.4,613.42,Delivered,
41819,3,4,LTL,2026-04-26,2026-04-30,2026-05-04,3738.4,570.03,Delivered,Capacity Constraint
41820,14,2,Air,2024-09-14,2024-09-19,2024-09-19,973.5,966.24,Delivered,
41821,9,8,LTL,2025-09-01,2025-09-04,2025-09-04,3280.7,1787.91,Delivered,
41822,1,1,Parcel,2025-07-29,2025-07-30,2025-07-29,25.9,116.11,Delivered,
41823,12,3,Air,2025-12-06,2025-12-10,2025-12-08,379.2,7416.92,Delivered,
41824,8,6,Parcel,2026-05-15,2026-05-22,2026-05-21,48.1,46.18,Delivered,
41825,12,2,Air,2026-04-28,2026-05-02,2026-05-09,1376.4,7268.67,Delivered,Weather
41826,7,5,LTL,2024-11-05,2024-11-06,2024-11-06,661.7,1434.28,Delivered,
41827,8,4,Parcel,2026-04-14,2026-04-21,2026-04-21,43.1,93.06,Delivered,
41828,3,6,LTL,2024-11-05,2024-11-09,2024-11-08,4071.4,1397.18,Delivered,
41829,7,4,FTL,2026-04-30,2026-05-01,2026-05-01,28737.3,3863.27,Delivered,
41830,2,1,LTL,2026-07-07,2026-07-08,2026-07-08,1271.5,1152.0,Delivered,
41831,7,5,LTL,2025-04-22,2025-04-23,2025-04-23,597.7,631.24,Delivered,
41832,8,5,FTL,2025-07-05,2025-07-12,2025-07-12,28184.0,1785.53,Delivered,
41833,2,7,Parcel,2026-05-15,2026-05-16,2026-05-16,38.9,29.37,Delivered,
41834,13,2,Air,2026-06-06,2026-06-10,2026-06-08,240.5,7072.91,Delivered,
41835,8,1,FTL,2026-05-06,2026-05-13,2026-05-13,31468.9,3365.32,Delivered,
41836,15,3,Air,2026-04-10,2026-04-17,2026-04-17,1744.2,7664.61,Delivered,
41837,14,3,Air,2024-07-17,2024-07-22,2024-07-21,1082.7,2686.02,Delivered,
41838,2,1,LTL,2025-08-27,2025-08-28,2025-08-28,3664.2,817.56,Delivered,
41839,13,3,Air,2024-09-30,2024-10-04,2024-10-04,71.0,4602.38,Delivered,
41840,11,2,Air,2026-06-24,2026-06-30,2026-06-28,140.8,2518.03,Delivered,
41841,14,2,Air,2025-01-21,2025-01-26,2025-01-26,601.9,6563.87,Delivered,
41842,2,6,FTL,2026-06-29,2026-06-30,2026-06-30,8429.0,2436.37,Delivered,
41843,7,4,FTL,2025-08-03,2025-08-04,2025-08-04,33640.4,1816.78,Delivered,
41844,8,1,Parcel,2025-07-03,2025-07-10,2025-07-08,11.2,38.96,Delivered,
41845,4,7,Parcel,2026-05-17,2026-05-18,2026-05-18,57.2,45.93,Delivered,
41846,9,1,LTL,2026-03-17,2026-03-20,2026-03-18,2651.3,492.0,Delivered,
41847,6,8,LTL,2025-06-11,2025-06-12,2025-06-11,3089.6,605.18,Delivered,
41848,12,2,Air,2024-11-16,2024-11-20,2024-11-18,893.0,2487.83,Delivered,
41849,7,1,LTL,2024-10-04,2024-10-05,2024-10-04,4082.9,1902.8,Delivered,
41850,14,2,Air,2024-10-30,2024-11-04,2024-11-04,754.0,2177.78,Delivered,
41851,1,5,LTL,2025-06-03,2025-06-04,2025-06-04,1781.2,843.54,Delivered,
41852,7,6,Parcel,2024-12-27,2024-12-28,2024-12-27,36.3,54.09,Delivered,
41853,7,1,FTL,2024-11-12,2024-11-13,2024-11-12,27010.5,3596.05,Delivered,
41854,4,5,FTL,2025-12-15,2025-12-16,2025-12-16,19551.2,2882.79,Delivered,
41855,1,4,LTL,2026-01-24,2026-01-25,2026-01-27,2409.2,1311.4,Delivered,Weather
41856,7,1,FTL,2025-08-27,2025-08-28,,26602.9,1979.65,Cancelled,
41857,2,4,LTL,2025-12-28,2025-12-29,2025-12-29,1168.1,347.07,Delivered,
41858,1,7,LTL,2024-11-05,2024-11-06,2024-11-06,1978.4,603.91,Delivered,
41859,8,8,FTL,2026-03-22,2026-03-29,2026-03-28,17287.6,4338.18,Delivered,
41860,1,6,LTL,2026-04-23,2026-04-24,2026-04-23,1920.3,1680.39,Delivered,
41861,15,2,Air,2026-02-21,2026-02-28,2026-02-27,368.9,8620.28,Delivered,
41862,9,7,LTL,2025-07-22,2025-07-25,2025-07-23,3264.9,1223.14,Delivered,
41863,6,7,LTL,2024-09-12,2024-09-13,2024-09-12,840.4,1994.55,Delivered,
41864,8,6,FTL,2025-11-01,2025-11-08,2025-11-07,21672.0,2648.63,Delivered,
41865,2,7,LTL,2024-11-11,2024-11-12,2024-11-11,387.7,1122.7,Delivered,
41866,5,5,LTL,2024-10-23,2024-10-24,2024-10-24,4522.6,1779.0,Delivered,
41867,12,2,Air,2025-02-17,2025-02-21,2025-02-24,1132.5,2638.45,Delivered,Customs Hold
41868,5,8,LTL,2024-12-21,2024-12-22,2024-12-24,4344.7,1538.5,Delivered,Warehouse Delay
41869,6,7,LTL,2024-12-29,2024-12-30,2024-12-29,2502.9,700.72,Delivered,
41870,15,2,Air,2024-12-14,2024-12-21,2024-12-19,469.2,6660.4,Delivered,
41871,1,8,Parcel,2025-12-25,2025-12-26,2025-12-25,7.1,126.95,Delivered,
41872,3,7,FTL,2026-05-30,2026-06-03,2026-06-03,18483.4,2467.61,Delivered,
41873,7,4,LTL,2025-01-29,2025-01-30,2025-01-30,3854.3,1653.31,Delivered,
41874,7,7,LTL,2025-12-06,2025-12-07,2025-12-06,2406.4,582.24,Delivered,
41875,16,2,Air,2024-07-19,2024-07-25,2024-07-26,1669.4,7783.54,Delivered,Capacity Constraint
41876,11,3,Air,2025-10-27,2025-11-02,2025-10-31,877.0,2589.67,Delivered,
41877,12,2,Air,2025-11-17,2025-11-21,2025-11-20,780.1,6362.56,Delivered,
41878,2,6,LTL,2024-08-21,2024-08-22,2024-08-22,1063.8,1776.86,Delivered,
41879,3,6,LTL,2024-10-08,2024-10-12,2024-10-10,1560.7,918.47,Delivered,
41880,14,2,Air,2025-01-31,2025-02-05,2025-02-04,578.2,2969.17,Delivered,
41881,4,7,LTL,2025-04-25,2025-04-26,2025-04-26,4960.2,865.16,Delivered,
41882,8,7,FTL,2025-07-11,2025-07-18,2025-07-18,14107.5,3264.02,Delivered,
41883,13,2,Air,2026-04-22,2026-04-26,2026-04-25,364.8,1445.57,Delivered,
41884,8,4,Parcel,2025-11-24,2025-12-01,2025-11-30,51.2,61.03,Delivered,
41885,2,6,FTL,2025-02-03,2025-02-04,2025-02-03,18989.1,3350.99,Delivered,
41886,5,8,LTL,2024-10-08,2024-10-09,,811.7,707.77,Cancelled,
41887,6,1,LTL,2026-04-29,2026-04-30,2026-04-29,4912.5,1406.55,Delivered,
41888,6,7,LTL,2025-01-26,2025-01-27,2025-01-27,3515.0,698.83,Delivered,
41889,3,8,LTL,2025-10-06,2025-10-10,2025-10-09,612.0,1531.17,Delivered,
41890,13,2,Air,2024-12-04,2024-12-08,2024-12-13,1498.4,5048.12,Delivered,Customer Delay
41891,3,1,Parcel,2024-10-20,2024-10-24,2024-10-23,49.5,140.11,Delivered,
41892,9,7,LTL,2024-10-27,2024-10-30,2024-10-30,3695.6,941.95,Delivered,
41893,9,5,FTL,2025-12-22,2025-12-25,2025-12-24,37952.4,1685.22,Delivered,
41894,7,8,FTL,2025-09-29,2025-09-30,2025-09-29,21115.8,1229.55,Delivered,
41895,1,7,LTL,2025-04-29,2025-04-30,,760.5,579.97,Cancelled,
41896,9,4,LTL,2025-08-09,2025-08-12,2025-08-11,459.5,1846.62,Delivered,
41897,2,7,LTL,2025-06-13,2025-06-14,2025-06-14,3998.7,1935.81,Delivered,
41898,2,4,LTL,2025-07-30,2025-07-31,2025-07-30,2107.8,435.91,Delivered,
41899,2,1,Parcel,2025-10-30,2025-10-31,2025-11-04,48.3,120.36,Delivered,Capacity Constraint
41900,6,5,LTL,2024-12-03,2024-12-04,2024-12-03,4674.3,1400.46,Delivered,
41901,2,6,LTL,2024-12-21,2024-12-22,2024-12-21,2509.5,1731.72,Delivered,
41902,1,5,LTL,2025-12-26,2025-12-27,2025-12-26,1055.9,1497.87,Delivered,
41903,6,5,FTL,2026-04-07,2026-04-08,2026-04-08,31716.0,1904.02,Delivered,
41904,7,1,LTL,2024-09-08,2024-09-09,2024-09-09,2619.8,1277.13,Delivered,
41905,5,6,LTL,2025-05-23,2025-05-24,2025-05-23,1731.4,1363.75,Delivered,
41906,9,7,LTL,2025-11-24,2025-11-27,2025-11-27,271.1,777.26,Delivered,
41907,4,6,FTL,2024-09-04,2024-09-05,2024-09-04,37735.5,2951.44,Delivered,
41908,5,1,Parcel,2025-08-23,2025-08-24,2025-08-23,34.3,69.65,Delivered,
41909,1,6,LTL,2024-08-20,2024-08-21,2024-08-21,639.0,591.4,Delivered,
41910,5,8,LTL,2025-08-07,2025-08-08,2025-08-08,1726.3,1414.18,Delivered,
41911,11,3,Air,2025-07-14,2025-07-20,2025-07-18,1185.7,1017.53,Delivered,
41912,3,6,LTL,2025-08-31,2025-09-04,2025-09-03,1847.7,1661.88,Delivered,
41913,9,7,LTL,2024-10-26,2024-10-29,2024-10-28,4159.0,1528.65,Delivered,
41914,9,5,LTL,2025-02-22,2025-02-25,2025-02-23,1311.7,1788.32,Delivered,
41915,4,8,LTL,2025-07-24,2025-07-25,2025-07-28,611.2,589.91,Delivered,Capacity Constraint
41916,5,7,FTL,2024-10-07,2024-10-08,2024-10-08,9746.9,3376.92,Delivered,
41917,11,2,Air,2024-11-25,2024-12-01,2024-12-04,1261.3,5282.17,Delivered,Customs Hold
41918,3,7,LTL,2025-09-09,2025-09-13,2025-09-13,1460.3,1784.82,Delivered,
41919,2,4,FTL,2024-09-16,2024-09-17,,19540.2,1325.56,Cancelled,
41920,7,1,LTL,2025-07-19,2025-07-20,2025-07-19,3643.9,1900.29,Delivered,
41921,6,5,LTL,2026-02-01,2026-02-02,2026-02-01,3550.0,879.2,Delivered,
41922,5,4,LTL,2025-05-29,2025-05-30,2025-05-30,3171.4,1009.29,Delivered,
41923,1,1,LTL,2025-07-21,2025-07-22,2025-07-21,918.5,976.38,Delivered,
41924,1,7,LTL,2025-06-01,2025-06-02,2025-06-01,2746.5,621.05,Delivered,
41925,13,2,Air,2024-08-16,2024-08-20,2024-08-18,1335.1,6378.12,Delivered,
41926,1,1,FTL,2025-06-06,2025-06-07,2025-06-09,35383.6,1359.29,Delivered,Capacity Constraint
41927,1,5,LTL,2026-01-31,2026-02-01,2026-01-31,662.5,1405.18,Delivered,
41928,1,4,FTL,2025-12-07,2025-12-08,2025-12-08,29435.7,4229.5,Delivered,
41929,9,8,Parcel,2025-04-22,2025-04-25,2025-04-29,7.2,55.04,Delivered,Capacity Constraint
41930,6,6,FTL,2026-02-10,2026-02-11,2026-02-10,23467.3,4015.93,Delivered,
